ESQUEMA	SUMARY	CAUSA EFECTO	CRITICIDAD	DETECTADO POR	DETECTADO EN CICLO	DETECTADO EN RELEASE	VERSION OBJETIVO	DETECTADO EN FECHA	ENTORNO	ESTATUS	TIPO DE DEFECTO	ID DE EXCEPCIONES	
GINF	 Summary: Criterio 1.3.1 - Información y Relaciones - Consider using optgroup elements to group option elements inside the select element.	APLICACIÓN	Alta	 99gu6291	01.00.00.02	01.00.00.02	01.01.01.00	15/03/2022	Preexplotación L1	Heredado	Accesibilidad		
GINF	 Summary: Tratamiento Inadecuado de Errores. Error javax.crypto.IllegalBlockSizeException	APLICACIÓN	Media	 99gu6581	01.00.00.02	01.00.00.02	01.00.01.00	01/03/2022	Preexplotación L1	Closed	Vulnerabilidad	92995476	
GINF	 Summary: Criterio 4.1.1 - Procesamiento --  Attribute numeromaxarchivos not allowed on element input at this point.	APLICACIÓN	Alta	 99gu6291	01.00.00.02	01.00.00.02	01.00.01.00	02/03/2022	Preexplotación L1	Closed	Accesibilidad		
GINF	 Summary: Tratamiento Inadecuado de Errores. Error java.lang.IllegalArgumentException (ARQ)	 INFRAESTRUCTURA	Media	 99gu6581	01.00.00.02	01.00.00.02	01.00.01.00	01/03/2022	Preexplotación L1	Heredado	Vulnerabilidad	96757277	
GINF	 Summary: Criterio 1.4.4 – Cambio de tamaño del texto - Existen fuentes absolutas en CSS - bootstrap.min.css	 INFRAESTRUCTURA	Alta	 99gu6291	01.00.00.02	01.00.00.02	01.01.01.00	02/03/2022	Preexplotación L1	Heredado	Accesibilidad		
GINF	 Summary: Criterio 4.1.1 - Procesamiento -Attribute opcionvacia not allowed on element input at this point.	APLICACIÓN	Alta	 99gu6291	01.00.00.02	01.00.00.02	01.00.01.00	02/03/2022	Preexplotación L1	Closed	Accesibilidad		
GINF	" Summary: Criterio 4.1.1 - Procesamiento CSS - Errores en ""estilos.min.css"""	 INFRAESTRUCTURA	Alta	 99gu6291	01.00.00.02	01.00.00.02	01.01.01.00	02/03/2022	Preexplotación L1	Heredado	Accesibilidad		
GINF	 Summary: Criterio 1.4.4 – Cambio de tamaño del texto - Existen fuentes absolutas en CSS - jquery-ui-css	 INFRAESTRUCTURA	Alta	 99gu6291	01.00.00.02	01.00.00.02	01.01.01.00	02/03/2022	Preexplotación L1	Heredado	Accesibilidad		
GINF	 Summary: Ejecución de ficheros maliciosos (ficheros enmascarados o con javascipt embebido)	 INFRAESTRUCTURA	Media	 99gu8509	01.00.01.00	01.00.01.00	01.00.01.00	30/03/2022	Preexplotación L1	Heredado	Vulnerabilidad		
GINF	 Summary: Criterio 4.1.1 - Procesamiento - Attribute modelogrupoopciones not allowed on element select at this point.	APLICACIÓN	Alta	 99gu6291	01.00.01.00	01.00.01.00	01.01.01.00	01/04/2022	Preexplotación L1	Fixed	Accesibilidad		
GINF	 Summary: Pantalla activa después de fin de sesión.	APLICACIÓN	Baja	 99gu7677	01.00.01.00	01.00.01.00	01.01.01.00	12/04/2022	Preexplotación L1	Heredado	Funcional		
GINF	 Summary: Se permite seguir pulsando botón cuando la operación aún está en curso.	APLICACIÓN	Baja	 99gu7677	01.00.01.00	01.00.01.00	01.01.01.00	22/04/2022	Preexplotación L1	Heredado	Funcional		
GINF	 Summary: No se guarda valor de fecha de letrado en modificación de expediente.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.01.01.00	18/04/2022	Preexplotación L1	Heredado	Funcional		
GINF	 Summary: Se realiza búsqueda de expedientes cuando no procede.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.01.01.00	20/04/2022	Preexplotación L1	Heredado	Funcional		
GINF	 Summary: Campos de documento identificativo no aceptan valores de menos de 10 caracteres.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.01.01.00	20/04/2022	Preexplotación L1	Heredado	Funcional		
GINF	 Summary: Ancho de campos de texto	APLICACIÓN	Baja	 99gu7915	01.00.01.00	01.00.01.00		08/04/2022	Preexplotación L1	New	Usabilidad		
GINF	 Summary: Comportamiento anómalo en selección de listas desplegables.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.00.01.00	08/04/2022	Preexplotación L1	Closed	Funcional		
GINF	 Summary: Error al abrir documento anexado.	APLICACIÓN	Alta	 99gu7677	01.00.01.00	01.00.01.00	01.00.01.00	12/04/2022	Preexplotación L1	Closed	Funcional		
GINF	 Summary: Excepción al crear expediente con documento de tipo no válido.	APLICACIÓN	Alta	 99gu7677	01.00.01.00	01.00.01.00	01.00.01.00	13/04/2022	Preexplotación L1	Closed	Funcional		
GINF	 Summary: Listas desplegables sin valores disponibles.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.00.01.00	19/04/2022	Preexplotación L1	Closed	Funcional		
GINF	 Summary: Necesidad de informar varios datos para realizar búsqueda por letrado.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.01.01.00	19/04/2022	Preexplotación L1	Heredado	Funcional		
GINF	 Summary: Se muestra número de expediente aún no creado.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.00.01.00	12/04/2022	Preexplotación L1	Closed	Funcional		
GINF	 Summary: No se guardan las modificaciones de la Lista de Documentos en modificación de expediente.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.00.01.00	21/04/2022	Preexplotación L1	Closed	Funcional		
GINF	 Summary: Ausencia de tooltips o tooltips erróneos.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.01.01.00	06/04/2022	Preexplotación L1	Heredado	Funcional		
GINF	 Summary: Elementos de Solicitud Automática siempre habilitados.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.01.01.00	07/04/2022	Preexplotación L1	Heredado	Funcional		
GINF	 Summary: Excepción al realizar búsqueda de expediente por nombre y/o documento de Interesado.	APLICACIÓN	Alta	 99gu7677	01.00.01.00	01.00.01.00	01.00.01.00	20/04/2022	Preexplotación L1	Closed	Funcional		
GINF	 Summary: Nombres de campos que no describen su contenido.	APLICACIÓN	Baja	 99gu7677	01.00.01.00	01.00.01.00	01.01.01.00	22/04/2022	Preexplotación L1	Heredado	Funcional		
GINF	 Summary: Mensajes erróneos o que llevan a equívoco.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.01.01.00	08/04/2022	Preexplotación L1	Heredado	Funcional		
GINF	 Summary: Faltas ortográficas y errores gramaticales.	APLICACIÓN	Baja	 99gu7677	01.00.01.00	01.00.01.00	01.01.01.00	13/04/2022	Preexplotación L1	Heredado	Funcional		
GINF	 Summary: Falta de limitación de longitud en campos.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.00.01.00	06/04/2022	Preexplotación L1	Closed	Funcional		
GINF	 Summary: Incoherencias en fechas de Entrada y Salida informadas.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.00.01.00	11/04/2022	Preexplotación L1	Closed	Funcional		
GINF	 Summary: Se permite adjuntar archivo de tipo no válido en expediente.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.00.01.00	13/04/2022	Preexplotación L1	Closed	Funcional		
GINF	 Summary: Se solicita informar campo no visible en Modificación de Interesado.	APLICACIÓN	Media	 99gu7677	01.00.01.00	01.00.01.00	01.00.01.00	21/04/2022	Preexplotación L1	Closed	Funcional		
GINF	 Summary: NullpointerException	APLICACIÓN	Alta	 99gu8248	01.01.01.00	01.01.01.00		30/09/2022	Producción	New	Funcional		
GINF	 Summary: Tratamiento Inadecuado de Errores. NullPointerException en formulario de documentación.	APLICACIÓN	Media	 99gu2977	01.01.01.00	01.01.01.00		30/09/2022	Preexplotación L1	New	Vulnerabilidad	96767065	
GINF	 Summary: Tratamiento Inadecuado de Errores. java.io.IOException en buscador de letrados.	APLICACIÓN	Media	 99gu2977	01.01.01.00	01.01.01.00		30/09/2022	Preexplotación L1	New	Vulnerabilidad	96768726	
GINF	 Summary: DuplicateKeyException en el servicio XV26M00A	APLICACIÓN	Alta	 99gu8248	01.01.01.00	01.01.01.00		05/10/2022	Producción	New	Funcional		
GINF	 Summary: NullpointerException en el servicio XV26M00A	APLICACIÓN	Alta	 99gu8248	01.01.02.01	01.01.02.01		21/10/2022	Producción	New	Funcional		
GINF	 Summary: NullpointerException en el servicio XV26M00A	APLICACIÓN	Alta	 99gu8248	01.01.02.01	01.01.02.01		03/11/2022	Producción	New	Funcional		
GINF	 Summary: NullpointerException en el servicio XV26M00B	APLICACIÓN	Media	 99gu8248	01.01.02.01	01.01.02.01		07/11/2022	Producción	New	Funcional		
GINF	 Summary: DuplicateKeyException en el servicio XV26M00A	APLICACIÓN	Alta	 99gu8248	01.01.02.01	01.01.02.01		30/11/2022	Producción	New	Funcional		
IAAC	 Summary: Faltas de ortografía.	APLICACIÓN	Alta	 99gu7677	05.00.12.00	05.00.12.00	05.00.12.00	28/12/2022	Preexplotación Inestable	New	Funcional		
IAAC	 Summary: Falta de limitación de longitud en campos.	APLICACIÓN	Media	 99gu7677	05.00.12.00	05.00.12.00	05.00.12.00	20/12/2022	Preexplotación Inestable	New	Funcional		
IAAC	 Summary: Se deshabilita botón de eliminar filtro con patrón de búsqueda informado.	APLICACIÓN	Media	 99gu7677	05.00.12.00	05.00.12.00	05.00.12.00	29/12/2022	Preexplotación Inestable	New	Funcional		
IAAC	 Summary: Texto muy extenso ralentiza el funcionamiento de la pantalla.	APLICACIÓN	Media	 99gu7677	05.00.12.00	05.00.12.00	05.00.12.00	20/12/2022	Preexplotación Inestable	New	Funcional		
IAAC	 Summary: Maquetación de pantallas.	APLICACIÓN	Media	 99gu7677	05.00.12.00	05.00.12.00	05.00.12.00	27/12/2022	Preexplotación Inestable	New	Funcional		
IAAC	 Summary: Ausencia de botones de paginación.	APLICACIÓN	Media	 99gu7677	05.00.12.00	05.00.12.00	05.00.12.00	27/12/2022	Preexplotación Inestable	New	Funcional		
IAAC	 Summary: La ordenación de versiones no se realiza correctamente.	APLICACIÓN	Media	 99gu7677	05.00.12.00	05.00.12.00	05.00.12.00	29/12/2022	Preexplotación Inestable	New	Funcional		
IAAC	 Summary: Se muestra cursor de enlace sobre las gráficas.	APLICACIÓN	Baja	 99gu7677	05.00.12.00	05.00.12.00	05.00.12.00	29/12/2022	Preexplotación Inestable	New	Funcional		
IAAC	 Summary: Botón Buscar (lupa) sin funcionalidad.	APLICACIÓN	Baja	 99gu7677	05.00.12.00	05.00.12.00	05.00.12.00	20/12/2022	Preexplotación Inestable	New	Funcional		
IAAC	" Summary: El botón ""Colapsar todo"" no siempre se habilita."	APLICACIÓN	Media	 99gu7677	05.00.12.00	05.00.12.00	05.00.12.00	21/12/2022	Preexplotación Inestable	New	Funcional		
IAAC	 Summary: Criterio 1.3.1	APLICACIÓN	Alta	 99gu7918	05.00.14.00	05.00.14.00	05.00.14.00	11/01/2023	Preexplotación Inestable	New	Accesibilidad		
IAAC	 Summary: Criterio 1.3.1	APLICACIÓN	Alta	 99gu7918	05.00.14.00	05.00.14.00	05.00.14.00	11/01/2023	Preexplotación Inestable	New	Accesibilidad		
IAAC	 Summary: Criterio 4.1.1 - Procesamiento	APLICACIÓN	Alta	 99gu7918	05.00.14.00	05.00.14.00	05.00.14.00	11/01/2023	Preexplotación Inestable	New	Accesibilidad		
IAAC	 Summary: Criterio 4.1.1 - Procesamiento	APLICACIÓN	Alta	 99gu7918	05.00.14.00	05.00.14.00	05.00.14.00	11/01/2023	Preexplotación Inestable	New	Accesibilidad		
IAAC	 Summary: Criterio 4.1.1 - Procesamiento	APLICACIÓN	Alta	 99gu7918	05.00.14.00	05.00.14.00	05.00.14.00	11/01/2023	Preexplotación Inestable	New	Accesibilidad		
IAAC	 Summary: Criterio 4.1.1 - Procesamiento	APLICACIÓN	Alta	 99gu7918	05.00.14.00	05.00.14.00	05.00.14.00	11/01/2023	Preexplotación Inestable	New	Accesibilidad		
IAAC	 Summary: Criterio 4.1.1 - Procesamiento	APLICACIÓN	Alta	 99gu7918	05.00.14.00	05.00.14.00	05.00.14.00	11/01/2023	Preexplotación Inestable	New	Accesibilidad		
IAAC	 Summary: Criterio 4.1.1 - Procesamiento	APLICACIÓN	Alta	 99gu7918	05.00.14.00	05.00.14.00	05.00.14.00	11/01/2023	Preexplotación Inestable	New	Accesibilidad		
IAAC	 Summary: Criterio 4.1.1 - Procesamiento	APLICACIÓN	Alta	 99gu7918	05.00.14.00	05.00.14.00	05.00.14.00	11/01/2023	Preexplotación Inestable	New	Accesibilidad		
IAAC	 Summary: Criterio 4.1.1 - Procesamiento	APLICACIÓN	Alta	 99gu7918	05.00.14.00	05.00.14.00	05.00.14.00	11/01/2023	Preexplotación Inestable	New	Accesibilidad		
IAAC	 Summary: Criterio 1.3.1	APLICACIÓN	Alta	 99gu7918	05.00.14.00	05.00.14.00		11/01/2023	Preexplotación Inestable	New	Accesibilidad		
NCEP	 Summary: Criterio 4.1.1 - Procesamiento: Attribute step not allowed on element input at this point.	APLICACIÓN	Alta	 99gu7918	05.00.00.02	05.00.00.02	05.01.00.00	18/01/2022	Preexplotación L1	Heredado	Accesibilidad		
NCEP	 Summary: Criterio 4.1.1 - Procesamiento: Attribute min not allowed on element input at this point.	APLICACIÓN	Alta	 99gu7918	05.00.00.02	05.00.00.02	05.01.00.00	18/01/2022	Preexplotación L1	Heredado	Accesibilidad		
NCEP	 Summary: Criterio 4.1.1 - Procesamiento CSS: Error de análisis sintáctico en estilos.min.css	 INFRAESTRUCTURA	Alta	 99gu7918	05.00.00.02	05.00.00.02	05.01.00.00	18/01/2022	Preexplotación L1	Heredado	Accesibilidad		
NCEP	 Summary: Criterio 1.4.4 - Cambio de tamaño del texto: Existen fuentes absolutas en bootstrap.min.css	 INFRAESTRUCTURA	Alta	 99gu7918	05.00.00.02	05.00.00.02	05.01.00.00	18/01/2022	Preexplotación L1	Heredado	Accesibilidad		
NCEP	 Summary: Criterio 1.4.4 - Cambio de tamaño del texto: Existen fuentes absolutas en jquery-ui.min.css	 INFRAESTRUCTURA	Alta	 99gu7918	05.00.00.02	05.00.00.02	05.01.00.00	18/01/2022	Preexplotación L1	Heredado	Accesibilidad		
NCEP	 Summary: Criterio 1.4.4 - Cambio de tamaño del texto: Existen fuentes absolutas en estilos.min.css	 INFRAESTRUCTURA	Alta	 99gu7918	05.00.00.02	05.00.00.02	05.01.00.00	18/01/2022	Preexplotación L1	Heredado	Accesibilidad		
NCEP	 Summary: Tratamiento inadecuado de errores: Error 404	CONFIGURACIÓN	Media	 99gu8509	05.00.00.02	05.00.00.02	05.01.00.00	21/01/2022	Preexplotación L1	Heredado	Vulnerabilidad		
NCEP	 Summary: NullpointerException en el servicio XV1T3000	APLICACIÓN	Alta	 99gu7774	02.12.01.00	02.12.01.00		05/08/2021	Producción	New	Funcional		
NCEP	 Summary: NullpointerException en el servicio XV1T1002	APLICACIÓN	Alta	 99gu7774	02.12.01.00	02.12.01.00		07/06/2021	Producción	New	Funcional		
NCEP	 Summary: ClassCastException en el servicio XV1T3002	APLICACIÓN	Alta	 99gu8248	02.12.01.00	02.12.01.00		18/06/2021	Producción	New	Funcional		
NCEP	 Summary: NullPointerException en el servicio XV1T8000	APLICACIÓN	Alta	 99gu8248	02.12.01.00	02.12.01.00		29/07/2021	Producción	New	Funcional		
NCEP	 Summary: NullpointerException en el servicio XV1T1002	APLICACIÓN	Alta	 99gu8248	02.12.01.00	02.12.01.00		10/06/2021	Producción	New	Funcional		
NCEP	 Summary: NullpointerException en el servicio XV1T1002	APLICACIÓN	Alta	 99gu8248	02.12.01.00	02.12.01.00		01/03/2022	Producción	New	Funcional		
NCEP	 Summary: NullpointerException en el servicio XV1T1002	APLICACIÓN	Alta	 99gu7774	02.12.01.00	02.12.01.00		31/05/2021	Producción	New	Funcional		
NCEP	 Summary: NullpointerException en el servicio XV1T1002	APLICACIÓN	Alta	 99gu7774	02.12.01.00	02.12.01.00		14/06/2021	Producción	New	Funcional		
NCEP	 Summary: NullpointerException en servicio XV1T1002]	APLICACIÓN	Alta	 99gu7774	02.12.01.00	02.12.01.00		22/04/2021	Producción	New	Funcional		
NCEP	 Summary: NumberFormatException en servicio XV1T1000	APLICACIÓN	Alta	 99gu8248	02.12.01.00	02.12.01.00		15/07/2021	Producción	New	Funcional		
NCEP	 Summary: NullpointerException en el servicio XV1T1002	APLICACIÓN	Alta	 99gu7774	02.12.01.00	02.12.01.00		03/02/2022	Producción	New	Funcional		
NCIP	 Summary: Se produce fallo en la aplicación al informar campo con una longitud superior a la permitida.	APLICACIÓN	Alta	 99gu9531	01.08.00.00	01.08.00.00	01.08.00.00	02/12/2022	Preexplotación L1	New	Funcional		
NCIP	 Summary: Falta de homogeneidad en el título de la tabla.	APLICACIÓN	Baja	 99gu9531	01.08.00.00	01.08.00.00	01.08.00.00	07/12/2022	Preexplotación L1	Rejected	Funcional		
NCIP	 Summary: Maquetación de la pantalla.	APLICACIÓN	Alta	 99gu9531	01.08.00.00	01.08.00.00	01.08.00.00	07/12/2022	Preexplotación L1	New	Funcional		
NCIP	 Summary: Navegación inesperada al no interactuar con la aplicación unos minutos.	APLICACIÓN	Media	 99gu9531	01.08.00.00	01.08.00.00	01.08.00.00	07/12/2022	Preexplotación L1	New	Funcional		
NCIP	 Summary: Criterio 1.3.2 - Secuencia significativa:	APLICACIÓN	Alta	 99gu7918	01.08.00.00	01.08.00.00	01.08.00.00	23/11/2022	Preexplotación Inestable	New	Accesibilidad		
NCIP	 Summary: Criterio 3.1.1 - Idioma de la página: El idioma de la página no coincide con el especificado	APLICACIÓN	Alta	 99gu7918	01.08.00.00	01.08.00.00	01.08.00.00	23/11/2022	Preexplotación Inestable	New	Accesibilidad		
NCIP	 Summary: Criterio 4.1.1 - Procesamiento: the scope attribute on the td element is obsolete. Use the scope attribute on a th element instead	APLICACIÓN	Alta	 99gu7918	01.08.00.00	01.08.00.00	01.08.00.00	23/11/2022	Preexplotación Inestable	New	Accesibilidad		
NCIP	 Summary: Criterio 1.4.10 - Reflow: Ausencia de media-queries, CSS Grid o Flexbox	APLICACIÓN	Alta	 99gu7918	01.08.00.00	01.08.00.00	01.08.00.00	23/11/2022	Preexplotación Inestable	New	Accesibilidad		
NCIP	 Summary: Mensajes erróneos o que llevan a equívoco.	APLICACIÓN	Media	 99gu9531	01.08.00.00	01.08.00.00	01.08.00.00	07/12/2022	Preexplotación L1	New	Funcional		
NCIP	 Summary: Se produce error en el sistema al intentar modificar una Nota.	APLICACIÓN	Alta	 99gu9531	01.08.00.00	01.08.00.00	01.08.00.00	09/12/2022	Preexplotación L1	New	Funcional		
NCIP	 Summary: Faltas de ortografía y gramática.	APLICACIÓN	Alta	 99gu9531	01.08.00.00	01.08.00.00	01.08.00.00	07/12/2022	Preexplotación L1	New	Funcional		
NCIP	 Summary: No se conserva la selección de campo radiobutton.	APLICACIÓN	Media	 99gu7677	01.08.00.00	01.08.00.00	01.08.00.00	13/12/2022	Preexplotación L1	New	Funcional		
NCIP	 Summary: Criterio 2.4.7 – Foco visible. Elementos no aparecen resaltados cuando tiene el foco	APLICACIÓN	Alta	 99gu7918	01.08.00.00	01.08.00.00	01.08.00.00	24/11/2022	Preexplotación Inestable	New	Accesibilidad		
NCIP	" Summary: Se produce error por pantalla al pulsar el botón ""Notas"","	APLICACIÓN	Alta	 99gu9531	01.08.00.00	01.08.00.00	01.08.00.00	07/12/2022	Preexplotación L1	New	Funcional		
NCIP	 Summary: Falta de limitación de campos.	APLICACIÓN	Baja	 99gu9531	01.08.00.00	01.08.00.00	01.08.00.00	09/12/2022	Preexplotación L1	New	Funcional		
NCIP	 Summary: Ausencia de tooltips.	APLICACIÓN	Baja	 99gu9531	01.08.00.00	01.08.00.00	01.08.00.00	09/12/2022	Preexplotación L1	New	Funcional		
NCIP	 Summary: Se produce error en pantalla al especificar posición ya ocupada.	APLICACIÓN	Alta	 99gu7677	01.08.00.00	01.08.00.00	01.08.00.00	13/12/2022	Preexplotación L1	New	Funcional		
PRPI	 Summary: NullpointerException en el servicio SPPRI001	APLICACIÓN	Alta	 99gu7774	04.00.00.28	04.00.00.28		24/03/2021	Producción	New	Funcional		
PRPI	 Summary: NullpointerException en el servicio SPPRR003	APLICACIÓN	Alta	 99gu8248	04.00.00.33	04.00.00.33		28/06/2021	Producción	New	Funcional		
PRPI	 Summary: java.io.IOException	APLICACIÓN	Alta	 99gu8248	04.00.00.33	04.00.00.33		02/12/2021	Producción	New	Funcional		
PRPI	 Summary: NullpointerException en el servicio SPPRI002	APLICACIÓN	Alta	 99gu7774	04.00.00.41	04.00.00.41		15/03/2022	Producción	New	Funcional		
PRPI	 Summary: Tratamiento inadecuado de errores: Recurso JSP inexistente	CONFIGURACIÓN	Media	 99gu6581	04.00.00.41	04.00.00.41		17/03/2022	Preexplotación L1	Heredado	Vulnerabilidad		
PRPI	 Summary: Criterio 1.4.4 – Cambio de tamaño del texto: Existen fuentes absolutas en ParqEstructura.css	 INFRAESTRUCTURA	Alta	 99gu6291	04.00.00.41	04.00.00.41		18/03/2022	Preexplotación L1	New	Accesibilidad		
PRPI	 Summary: Criterio 4.1.1 – Procesamiento: Internal encoding declaration iso-8859-1 disagrees with the actual encoding of the document (utf-8).	 INFRAESTRUCTURA	Alta	 99gu6291	04.00.00.41	04.00.00.41		18/03/2022	Preexplotación L1	New	Accesibilidad		
PRPI	 Summary: Criterio 4.1.1 – Procesamiento: Bad value text/html, charset=ISO-8859-1 for attribute content on element meta: charset= must be followed by utf-8.	 INFRAESTRUCTURA	Alta	 99gu6291	04.00.00.41	04.00.00.41		18/03/2022	Preexplotación L1	New	Accesibilidad		
PRPI	 Summary: Criterio 4.1.1 – Procesamiento: A meta element with an http-equiv attribute whose value is X-UA-Compatible must have a content attribute with the value IE=edge.	 INFRAESTRUCTURA	Alta	 99gu6291	04.00.00.41	04.00.00.41		18/03/2022	Preexplotación L1	New	Accesibilidad		
PRPI	 Summary: Criterio 4.1.1 - Procesamiento CSS: Error de análisis sintáctico en ParqEstructura.css	 INFRAESTRUCTURA	Alta	 99gu6291	04.00.00.41	04.00.00.41		18/03/2022	Preexplotación L1	New	Accesibilidad		
PRPI	 Summary: Ejecución de Ficheros Maliciosos (Solo carga)	 INFRAESTRUCTURA	Media	 99gu6581	04.00.00.41	04.00.00.41		17/03/2022	Preexplotación L1	Heredado	Vulnerabilidad		
PRPI	 Summary: NullPointerException en el servicio SPPRI002	APLICACIÓN	Alta	 99gu7774	04.00.00.41	04.00.00.41		18/04/2022	Producción	New	Funcional		
PRPI	 Summary: Criterio 4.1.1 - Procesamiento:Duplicate ID espacio.	 INFRAESTRUCTURA	Alta	 99gu6291	04.00.00.41	04.00.00.41		18/03/2022	Preexplotación L1	New	Accesibilidad		
PRPI	 Summary: java.sql.SQLException en el servicio SPPRC003	APLICACIÓN	Alta	 99gu9589	04.00.00.44	04.00.00.44		25/10/2022	Producción	New	Funcional		
RESP	 Summary: Enlace permite abrir la misma pantalla más de una vez.	APLICACIÓN	Baja	 99gu2906	01.02.00.00	01.02.00.00	01.02.00.00	05/08/2022	Preexplotación L1	New	Funcional		
RESP	 Summary: Criterio 4.1.1 – Procesamiento CSS: Error de análisis sintáctico en estilos.min.css	 INFRAESTRUCTURA	Alta	 99gu7918	01.02.00.00	01.02.00.00	01.02.00.00	09/08/2022	Preexplotación L1	New	Accesibilidad		
RESP	 Summary: Campo no cumple con el formato esperado.	APLICACIÓN	Media	 99gu2906	01.02.00.00	01.02.00.00	01.02.00.00	04/08/2022	Preexplotación L1	New	Funcional		
RESP	 Summary: Faltas ortográficas.	APLICACIÓN	Alta	 99gu2906	01.02.00.00	01.02.00.00	01.02.00.00	04/08/2022	Preexplotación L1	New	Funcional		
RESP	 Summary: Criterio 1.4.4 – Cambio de tamaño del texto: Existen fuentes absolutas en jquery-ui.css	 INFRAESTRUCTURA	Alta	 99gu7918	01.02.00.00	01.02.00.00	01.02.00.00	09/08/2022	Preexplotación L1	New	Accesibilidad		
RESP	 Summary: Criterio 1.4.4 – Cambio de tamaño del texto: Existen fuentes absolutas en estilos.min.css	 INFRAESTRUCTURA	Alta	 99gu7918	01.02.00.00	01.02.00.00	01.02.00.00	09/08/2022	Preexplotación L1	New	Accesibilidad		
RESP	 Summary: Indicar formato y peso en los documentos	APLICACIÓN	Baja	 99gu6908	01.02.00.00	01.02.00.00	01.02.00.00	05/08/2022	Preexplotación L1	New	Usabilidad		
RESP	 Summary: Criterio 1.4.4 – Cambio de tamaño del texto: Existen fuentes absolutas en bootstrap.min.css	 INFRAESTRUCTURA	Alta	 99gu7918	01.02.00.00	01.02.00.00	01.02.00.00	09/08/2022	Preexplotación L1	New	Accesibilidad		
RESP	 Summary: Tratamiento inadecuado de errores: JavaIllegalArgumentException	 INFRAESTRUCTURA	Media	 99gu6290	01.02.00.00	01.02.00.00		12/08/2022	Preexplotación L1	New	Vulnerabilidad		
RESP	 Summary: Tratamiento inadecuado de errores: Recurso JSP inexistente	CONFIGURACIÓN	Media	 99gu6290	01.02.00.00	01.02.00.00		12/08/2022	Preexplotación L1	New	Vulnerabilidad		
SCCI	 Summary: Entrada Inválida de Datos. Pantalla en blanco al acceder al detalle de un expediente.	APLICACIÓN	Alta	 99gu2977	03.04.00.00	03.04.00.00	03.04.01.01	24/02/2022	Preexplotación L1	Closed	Vulnerabilidad		
SCCI	 Summary: Criterio 1.4.4 - Cambio de tamaño del texto: Existen fuentes absolutas en ParqEstructura.css	 INFRAESTRUCTURA	Alta	 99gu7918	03.04.00.00	03.04.00.00	03.04.01.01	25/02/2022	Preexplotación L1	Heredado	Accesibilidad		
SCCI	 Summary: Tratamiento Inadecuado de Errores. NumberFormatException al solicitar un expediente ciudadano.	APLICACIÓN	Media	 99gu2977	03.04.00.00	03.04.00.00	03.04.01.01	23/02/2022	Preexplotación L1	Heredado	Vulnerabilidad	92652163	
SCCI	 Summary: Criterio 4.1.1 – Procesamiento CSS: Error de análisis sintáctico en ParqEstructura.css	 INFRAESTRUCTURA	Alta	 99gu7918	03.04.00.00	03.04.00.00	03.04.01.01	25/02/2022	Preexplotación L1	Heredado	Accesibilidad		
SCCI	 Summary: Entrada Inválida de Datos. Pantalla en blanco. Sin acceso al servicio.	APLICACIÓN	Alta	 99gu2977	03.04.00.00	03.04.00.00	03.04.01.01	23/02/2022	Preexplotación L1	Closed	Vulnerabilidad		
SCCI	 Summary: Criterio 4.1.1 - Procesamiento: La página tiene valores ID (id_cabecera) repetidos.	APLICACIÓN	Alta	 99gu7918	03.04.00.00	03.04.00.00	03.04.01.01	25/02/2022	Preexplotación L1	Heredado	Accesibilidad		
SCCI	 Summary: Criterio 1.4.10 - Reflow: Doble Scroll	 INFRAESTRUCTURA	Alta	 99gu7918	03.04.00.00	03.04.00.00	03.04.01.01	25/02/2022	Preexplotación L1	Heredado	Accesibilidad		
SCCI	 Summary: Ejecución de Ficheros Maliciosos. Carga y ejecución de ficheros HTML y PDF que contengan código script (ARQ).	 INFRAESTRUCTURA	Alta	 99gu2977	03.04.00.00	03.04.00.00	03.04.01.01	25/02/2022	Preexplotación L1	Heredado	Vulnerabilidad		
SCCI	 Summary: Tratamiento Inadecuado de Errores. Página de error HTTP 404 con trazas del servidor (CONF).	CONFIGURACIÓN	Media	 99gu2977	03.04.00.00	03.04.00.00	03.04.01.01	25/02/2022	Preexplotación L1	Heredado	Vulnerabilidad		
SCCI	 Summary: Criterio 4.1.1 – Procesamiento: Internal encoding declaration iso-8859-1 disagrees with the actual encoding of the document (utf-8).	 INFRAESTRUCTURA	Alta	 99gu7918	03.04.00.00	03.04.00.00	03.04.01.01	25/02/2022	Preexplotación L1	Heredado	Accesibilidad		
